"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
2171,1,1,1,1,1,1,0,20260523,20261212
2172,0,0,0,0,0,0,0,20260523,20261212
2173,1,1,1,1,1,1,0,20260523,20261212
2174,1,1,1,1,1,1,0,20260523,20261212
2175,1,1,1,1,1,1,0,20260523,20261212
2176,0,0,0,0,0,0,0,20260523,20261212
2177,1,1,1,1,1,0,0,20260523,20261212
2178,1,1,1,1,1,0,0,20260523,20261212
2179,0,0,0,0,0,1,0,20260523,20261212
2180,0,0,0,0,0,0,1,20260523,20261212
2181,1,1,1,1,1,0,1,20260523,20261212
2182,0,0,0,0,0,0,1,20260523,20261212
2183,1,1,1,1,1,1,1,20260523,20261212
2184,1,1,1,1,1,1,0,20260523,20261212
2185,0,0,0,0,0,0,0,20260523,20261212
2186,1,1,1,1,1,1,1,20260523,20261212
2187,1,1,1,1,1,1,1,20260523,20261212
2188,1,1,1,1,1,1,1,20260523,20261212
2189,1,1,1,1,1,1,1,20260523,20261212
2190,1,1,1,1,0,0,1,20260523,20261212
2191,0,0,0,0,1,1,0,20260523,20261212
2192,0,0,0,0,0,1,0,20260523,20261212
2193,0,0,0,0,1,0,0,20260523,20261212
2194,1,1,1,1,0,0,1,20260523,20261212
2195,0,0,0,0,1,1,0,20260523,20261212
2196,0,0,0,0,0,0,0,20260523,20261212
2197,0,0,0,0,1,1,0,20260523,20261212
2198,0,0,0,0,0,0,0,20260523,20261212
2199,0,0,0,0,1,1,0,20260523,20261212
2200,0,0,0,0,1,1,0,20260523,20261212
2201,0,0,0,0,1,1,0,20260523,20261212
2202,0,0,0,0,0,1,1,20260523,20261212
2203,0,0,0,0,0,1,0,20260523,20261212
2204,0,0,0,0,0,0,0,20260523,20261212
2205,0,0,0,0,0,0,0,20260523,20261212
2206,1,1,1,1,1,0,0,20260523,20261212
2207,0,0,0,0,0,0,1,20260523,20261212
2208,1,1,1,1,1,1,1,20260523,20261212
2209,0,0,0,0,0,0,0,20260523,20261212
2210,1,1,1,1,1,1,1,20260523,20261212
2211,1,1,1,1,1,1,1,20260523,20261212
2212,1,1,1,1,1,1,1,20260523,20261212
2213,1,1,1,1,1,1,0,20260523,20261212
2214,1,1,1,1,1,1,1,20260523,20261212
2215,1,1,1,1,1,1,1,20260523,20261212
2216,0,0,0,0,0,0,0,20260523,20261212
2217,0,0,0,0,1,1,0,20260523,20261212
2218,1,1,1,1,0,0,1,20260523,20261212
2219,1,1,1,1,0,0,1,20260523,20261212
2220,0,0,0,0,0,0,0,20260523,20261212
2221,1,1,1,1,0,0,1,20260523,20261212
2222,0,0,0,0,0,0,0,20260523,20261212
2223,0,0,0,0,0,0,0,20260523,20261212
2224,0,0,0,0,0,0,0,20260523,20261212
2225,1,1,1,1,0,0,1,20260523,20261212
2226,0,0,0,0,0,0,0,20260523,20261212
2227,0,0,0,0,1,1,0,20260523,20261212
2228,0,0,0,0,1,1,0,20260523,20261212
2229,0,0,0,0,1,1,0,20260523,20261212
2230,0,0,0,0,1,1,0,20260523,20261212
2231,0,0,0,0,0,1,1,20260523,20261212
2232,0,0,0,0,1,1,0,20260523,20261212
2233,0,0,0,0,1,1,0,20260523,20261212
2234,0,0,0,0,0,1,1,20260523,20261212
2235,0,0,0,0,0,1,1,20260523,20261212
2236,0,0,0,0,0,0,1,20260523,20261212
2237,0,0,0,0,0,0,0,20260523,20261212
2238,1,1,1,1,1,1,1,20260523,20261212
2239,0,0,0,0,0,0,0,20260523,20261212
2240,0,0,0,0,0,0,0,20260523,20261212
2241,1,1,1,1,0,0,1,20260523,20261212
2242,0,0,0,0,1,1,0,20260523,20261212
2243,0,0,0,0,0,1,1,20260523,20261212
2244,0,0,0,0,0,0,1,20260523,20261212
2245,1,1,1,1,1,1,1,20260523,20261212
2246,0,0,0,0,0,0,0,20260523,20261212
2247,1,1,1,1,1,1,1,20260523,20261212
2248,1,1,1,1,0,0,1,20260523,20261212
2249,0,0,0,0,0,0,0,20260523,20261212
2250,1,1,1,1,1,0,0,20260523,20261212
2251,0,0,0,0,0,1,0,20260523,20261212
2252,0,0,0,0,0,0,1,20260523,20261212
2253,1,1,1,1,1,0,0,20260523,20261212
2254,0,0,0,0,0,0,0,20260523,20261212
2255,1,1,1,1,1,0,0,20260523,20261212
2256,1,1,1,1,1,0,0,20260523,20261212
2257,0,0,0,0,0,1,1,20260523,20261212
2258,0,0,0,0,0,1,1,20260523,20261212
2259,0,0,0,0,0,1,1,20260523,20261212
2260,1,1,1,1,1,1,1,20260523,20261212
2261,1,1,1,1,1,1,1,20260523,20261212
2262,0,0,0,0,0,1,1,20260523,20261212
2263,0,0,0,0,1,0,0,20260523,20261212
2264,0,0,0,0,0,1,0,20260523,20261212
2265,1,1,1,1,0,0,0,20260523,20261212
2266,0,0,0,0,0,0,1,20260523,20261212
2267,1,1,1,1,1,0,0,20260523,20261212
2268,1,1,1,1,1,0,0,20260523,20261212
2269,1,1,1,1,1,0,0,20260523,20261212
2270,0,0,0,0,0,0,0,20260523,20261212
2271,0,0,0,0,0,0,0,20260523,20261212
2272,0,0,0,0,0,0,0,20260523,20261212
2273,1,1,1,1,1,0,0,20260523,20261212
2274,1,1,1,1,1,1,1,20260523,20261212
2275,0,0,0,0,0,0,0,20260523,20261212
2276,1,1,1,1,1,1,1,20260523,20261212
2277,1,1,1,1,1,0,0,20260523,20261212
2278,1,1,1,1,1,0,0,20260523,20261212
2279,1,1,1,1,1,0,0,20260523,20261212
2280,0,0,0,0,0,1,1,20260523,20261212
2281,1,1,1,1,1,1,1,20260523,20261212
2282,1,1,1,1,1,1,1,20260523,20261212
2283,1,1,1,1,0,0,1,20260523,20261212
2284,1,1,1,1,1,0,0,20260523,20261212
2285,1,1,1,1,1,1,0,20260523,20261212
2286,1,1,1,1,1,0,1,20260523,20261212
2287,1,1,1,1,1,1,1,20260523,20261212
2288,0,0,0,0,0,1,1,20260523,20261212
2289,1,1,1,1,1,1,1,20260523,20261212
2290,1,1,1,1,1,1,1,20260523,20261212
2291,1,1,1,1,1,1,1,20260523,20261212
2292,0,0,0,0,0,1,1,20260523,20261212
2293,1,1,1,1,1,1,1,20260523,20261212
2294,1,1,1,1,1,0,0,20260523,20261212
2295,1,1,1,1,1,1,1,20260523,20261212
2296,1,1,1,1,1,1,1,20260523,20261212
2297,1,1,1,1,1,1,1,20260523,20261212
2298,1,1,1,1,1,1,1,20260523,20261212
2299,1,1,1,1,1,1,1,20260523,20261212
2300,1,1,1,1,0,0,1,20260523,20261212
2301,0,0,0,0,1,1,0,20260523,20261212
2302,0,0,0,0,1,1,0,20260523,20261212
2303,0,0,0,0,0,0,0,20260523,20261212
2304,0,0,0,0,0,1,0,20260523,20261212
2305,0,0,0,0,0,1,0,20260523,20261212
2306,0,0,0,0,0,0,0,20260523,20261212
2307,0,0,0,0,0,0,0,20260523,20261212
2308,0,0,0,0,0,0,0,20260523,20261212
2309,1,1,1,1,1,0,0,20260523,20261212
2310,1,1,1,1,1,0,0,20260523,20261212
2311,0,0,0,0,0,0,0,20260523,20261212
2312,0,0,0,0,0,1,0,20260523,20261212
2313,1,1,1,1,1,1,1,20260523,20261212
2314,0,0,0,0,0,1,1,20260523,20261212
2315,1,1,1,1,1,1,1,20260523,20261212
2316,1,1,1,1,1,1,1,20260523,20261212
2317,1,1,1,1,1,1,1,20260523,20261212
2318,0,0,0,0,0,1,1,20260523,20261212
2319,1,1,1,1,1,1,1,20260523,20261212
2320,1,1,1,1,1,1,1,20260523,20261212
2321,1,1,1,1,1,0,0,20260523,20261212
2322,0,0,0,0,0,1,1,20260523,20261212
2323,0,0,0,0,0,0,0,20260523,20261212
2324,1,1,1,1,1,1,1,20260523,20261212
2325,0,0,0,0,0,0,0,20260523,20261212
2326,1,1,1,1,1,1,1,20260523,20261212
2327,0,0,0,0,0,0,0,20260523,20261212
2328,0,0,0,0,0,0,0,20260523,20261212
2329,1,1,1,1,1,1,1,20260523,20261212
2330,1,1,1,1,1,1,1,20260523,20261212
2331,1,1,1,1,0,0,1,20260523,20261212
2332,0,0,0,0,1,1,0,20260523,20261212
2333,1,1,1,1,0,0,1,20260523,20261212
2334,0,0,0,0,0,1,0,20260523,20261212
2335,1,1,1,1,1,1,0,20260523,20261212
2336,1,1,1,1,1,1,1,20260523,20261212
2337,0,0,0,0,0,1,1,20260523,20261212
2338,1,1,1,1,1,1,1,20260523,20261212
2339,0,0,0,0,0,0,0,20260523,20261212
2340,1,1,1,1,1,1,0,20260523,20261212
2341,0,0,0,0,0,0,1,20260523,20261212
2342,0,0,0,0,1,1,1,20260523,20261212
2343,1,1,1,1,0,0,0,20260523,20261212
2344,0,0,0,0,0,0,0,20260523,20261212
2345,0,0,0,0,0,0,0,20260523,20261212
2346,1,1,1,1,1,1,1,20260523,20261212
2347,0,0,0,0,0,0,0,20260523,20261212
2348,1,1,1,1,1,1,1,20260523,20261212
2349,1,1,1,1,1,1,1,20260523,20261212
2350,0,0,0,0,1,1,0,20260523,20261212
2351,1,1,1,1,0,0,1,20260523,20261212
2352,0,0,0,0,0,0,0,20260523,20261212
2353,0,0,0,0,0,0,0,20260523,20261212
2354,0,0,0,0,0,0,0,20260523,20261212
2355,1,1,1,1,1,0,0,20260523,20261212
2356,1,1,1,1,1,1,1,20260523,20261212
2357,0,0,0,0,0,0,0,20260523,20261212
2358,0,0,0,0,0,1,1,20260523,20261212
2359,0,0,0,0,0,1,1,20260523,20261212
2360,1,1,1,1,1,0,0,20260523,20261212
2361,0,0,0,0,0,0,0,20260523,20261212
2362,1,1,1,1,1,0,0,20260523,20261212
2363,1,1,1,1,1,0,0,20260523,20261212
2364,0,0,0,0,0,0,0,20260523,20261212
2365,0,0,0,0,0,0,0,20260523,20261212
2366,0,0,0,0,0,0,0,20260523,20261212
2367,1,1,1,1,0,0,1,20260523,20261212
2368,0,0,0,0,1,1,0,20260523,20261212
2369,0,0,0,0,0,0,0,20260523,20261212
2370,0,0,0,0,0,1,1,20260523,20261212
2371,0,0,0,0,0,0,1,20260523,20261212
2372,0,0,0,0,0,1,0,20260523,20261212
2373,0,0,0,0,0,1,1,20260523,20261212
2374,0,0,0,0,0,1,1,20260523,20261212
2375,0,0,0,0,0,0,0,20260523,20261212
2376,1,1,1,1,0,0,1,20260523,20261212
2377,0,0,0,0,0,0,0,20260523,20261212
2378,0,0,0,0,0,0,0,20260523,20261212
2379,1,1,1,1,1,1,1,20260523,20261212
2380,0,0,0,0,0,0,0,20260523,20261212
2381,1,1,1,1,1,0,0,20260523,20261212
2382,0,0,0,0,0,1,0,20260523,20261212
2383,0,0,0,0,0,1,0,20260523,20261212
2384,1,1,1,1,1,1,0,20260523,20261212
2385,1,1,1,1,1,1,0,20260523,20261212
2386,0,0,0,0,0,0,1,20260523,20261212
2387,1,1,1,1,1,1,1,20260523,20261212
2388,1,1,1,1,1,1,1,20260523,20261212
2389,0,0,0,0,0,1,1,20260523,20261212
2390,1,1,1,1,1,1,1,20260523,20261212
2391,0,0,0,0,0,0,0,20260523,20261212
2392,0,0,0,0,0,1,1,20260523,20261212
2393,0,0,0,0,0,0,0,20260523,20261212
2394,0,0,0,0,0,1,1,20260523,20261212
2395,0,0,0,0,0,0,0,20260523,20261212
2396,1,1,1,1,1,0,0,20260523,20261212
2397,1,1,1,1,1,1,1,20260523,20261212
2398,0,0,0,0,0,0,0,20260523,20261212
2399,0,0,0,0,0,0,0,20260523,20261212
2400,0,0,0,0,0,1,0,20260523,20261212
2401,0,0,0,0,0,0,1,20260523,20261212
2402,0,0,0,0,1,0,0,20260523,20261212
2403,1,1,1,1,0,0,0,20260523,20261212
2404,0,0,0,0,0,0,0,20260523,20261212
2405,0,0,0,0,0,0,0,20260523,20261212
2406,0,0,0,0,0,0,0,20260523,20261212
2407,0,0,0,0,0,0,0,20260523,20261212
2408,0,0,0,0,0,0,0,20260523,20261212
2409,0,0,0,0,0,0,0,20260523,20261212
2410,0,0,0,0,0,0,0,20260523,20261212
2411,0,0,0,0,0,0,0,20260523,20261212
2412,0,0,0,0,0,0,0,20260523,20261212
2413,0,0,0,0,0,0,0,20260523,20261212
2414,0,0,0,0,0,0,0,20260523,20261212
2415,0,0,0,0,0,0,0,20260523,20261212
2416,0,0,0,0,0,0,0,20260523,20261212
2417,0,0,0,0,0,0,0,20260523,20261212
2418,0,0,0,0,0,0,0,20260523,20261212
2419,0,0,0,0,1,1,0,20260523,20261212
2420,1,1,1,1,1,1,0,20260523,20261212
2421,0,0,0,0,0,1,0,20260523,20261212
2422,0,0,0,0,0,0,0,20260523,20261212
2423,0,0,0,0,0,0,0,20260523,20261212
2424,0,0,0,0,0,0,0,20260523,20261212
2425,0,0,0,0,0,0,0,20260523,20261212
2426,0,0,0,0,0,0,0,20260523,20261212
2427,0,0,0,0,0,0,0,20260523,20261212
2428,0,0,0,0,0,0,0,20260523,20261212
2429,0,0,0,0,0,0,0,20260523,20261212
2430,1,1,1,1,1,1,0,20260523,20261212
2431,0,0,0,0,0,0,0,20260523,20261212
2432,0,0,0,0,0,0,0,20260523,20261212
2433,0,0,0,0,0,0,0,20260523,20261212
2434,0,0,0,0,0,0,0,20260523,20261212
2435,0,0,0,0,0,0,0,20260523,20261212
2436,0,0,0,0,0,0,0,20260523,20261212
2437,0,0,0,0,0,0,0,20260523,20261212
2438,0,0,0,0,0,0,0,20260523,20261212
2439,0,0,0,0,0,0,0,20260523,20261212
2440,0,0,0,0,0,0,0,20260523,20261212
2441,0,0,0,0,0,0,0,20260523,20261212
2442,0,0,0,0,0,0,0,20260523,20261212
2443,0,0,0,0,0,0,0,20260523,20261212
2444,0,0,0,0,0,0,0,20260523,20261212
2445,0,0,0,0,0,0,0,20260523,20261212
2446,0,0,0,0,0,0,0,20260523,20261212
2447,0,0,0,0,0,0,0,20260523,20261212
2448,0,0,0,0,0,0,0,20260523,20261212
2449,0,0,0,0,0,1,0,20260523,20261212
2450,0,0,0,0,0,0,0,20260523,20261212
2451,0,0,0,0,0,0,0,20260523,20261212
2452,0,0,0,0,0,0,0,20260523,20261212
2453,0,0,0,0,0,0,0,20260523,20261212
2454,0,0,0,0,0,0,0,20260523,20261212
2455,0,0,0,0,0,0,1,20260523,20261212
2456,0,0,0,0,0,0,0,20260523,20261212
2457,0,0,0,0,0,0,0,20260523,20261212
2458,0,0,0,0,0,0,0,20260523,20261212
2459,0,0,0,0,0,0,1,20260523,20261212
2460,1,1,1,1,1,0,0,20260523,20261212
2461,0,0,0,0,0,0,0,20260523,20261212
2462,1,1,1,1,1,0,0,20260523,20261212
2463,0,0,0,0,0,0,0,20260523,20261212
2464,0,0,0,0,0,0,0,20260523,20261212
2465,0,0,0,0,0,0,0,20260523,20261212
2466,1,1,1,1,1,0,0,20260523,20261212
2467,0,0,0,0,0,0,0,20260523,20261212
2468,0,0,0,0,0,0,0,20260523,20261212
2469,0,0,0,0,0,0,0,20260523,20261212
2470,0,0,0,0,0,0,0,20260523,20261212
2471,1,1,1,1,1,1,1,20260523,20261212
2472,0,0,0,0,0,0,0,20260523,20261212
2473,0,0,0,0,0,0,0,20260523,20261212
2474,0,0,0,0,0,0,0,20260523,20261212
2475,0,0,0,0,0,0,0,20260523,20261212
2476,0,0,0,0,0,0,0,20260523,20261212
2477,0,0,0,0,0,0,0,20260523,20261212
2478,0,0,0,0,0,0,0,20260523,20261212
2479,0,0,0,0,0,0,0,20260523,20261212
2480,1,1,1,1,1,0,1,20260523,20261212
2481,0,0,0,0,0,0,0,20260523,20261212
2482,0,0,0,0,0,0,0,20260523,20261212
2483,0,0,0,0,0,0,0,20260523,20261212
2484,0,0,0,0,0,0,0,20260523,20261212
2485,0,0,0,0,0,0,0,20260523,20261212
2486,0,0,0,0,0,0,0,20260523,20261212
2487,0,0,0,0,0,0,0,20260523,20261212
2488,0,0,0,0,0,0,0,20260523,20261212
2489,0,0,0,0,0,0,0,20260523,20261212
2490,0,0,0,0,0,0,0,20260523,20261212
2491,0,0,0,0,0,0,0,20260523,20261212
2492,0,0,0,0,0,0,0,20260523,20261212
2493,0,0,0,0,0,0,0,20260523,20261212
2494,0,0,0,0,0,0,0,20260523,20261212
2495,0,0,0,0,0,0,0,20260523,20261212
2496,0,0,0,0,0,0,0,20260523,20261212
2497,0,0,0,0,0,0,0,20260523,20261212
2498,0,0,0,0,0,0,0,20260523,20261212
2499,0,0,0,0,0,0,0,20260523,20261212
2500,0,0,0,0,0,0,0,20260523,20261212
2501,0,0,0,0,0,0,0,20260523,20261212
2502,0,0,0,0,0,0,0,20260523,20261212
2503,0,0,0,0,0,0,0,20260523,20261212
2504,0,0,0,0,0,0,0,20260523,20261212
2505,0,0,0,0,0,0,0,20260523,20261212
2506,0,0,0,0,0,0,0,20260523,20261212
2507,0,0,0,0,0,0,0,20260523,20261212
2508,0,0,0,0,0,0,0,20260523,20261212
2509,0,0,0,0,0,0,0,20260523,20261212
2510,0,0,0,0,0,0,0,20260523,20261212
2511,0,0,0,0,0,0,0,20260523,20261212
2512,0,0,0,0,0,0,0,20260523,20261212
2513,0,0,0,0,0,0,0,20260523,20261212
2514,0,0,0,0,0,0,0,20260523,20261212
2515,0,0,0,0,0,0,0,20260523,20261212
2516,0,0,0,0,0,0,0,20260523,20261212
2517,0,0,0,0,0,0,0,20260523,20261212
2518,0,0,0,0,0,0,0,20260523,20261212
2519,0,0,0,0,0,0,0,20260523,20261212
2520,0,0,0,0,0,0,0,20260523,20261212
2521,0,0,0,0,0,0,0,20260523,20261212
2522,0,0,0,0,0,0,0,20260523,20261212
2523,0,0,0,0,1,0,0,20260523,20261212
2524,1,1,1,1,0,0,1,20260523,20261212
2525,0,0,0,0,0,0,0,20260523,20261212
2526,1,1,1,1,0,0,1,20260523,20261212
2527,0,0,0,0,1,1,0,20260523,20261212
2528,0,0,0,0,1,0,0,20260523,20261212
2529,0,0,0,0,0,0,0,20260523,20261212
2530,0,0,0,0,0,0,0,20260523,20261212
2531,0,0,0,0,0,0,0,20260523,20261212
2532,0,0,0,0,0,0,0,20260523,20261212
2533,0,0,0,0,0,0,0,20260523,20261212
2534,0,0,0,0,0,0,0,20260523,20261212
2535,0,0,0,0,0,0,0,20260523,20261212
2536,0,0,0,0,0,0,0,20260523,20261212
2537,0,0,0,0,0,0,0,20260523,20261212
2538,0,0,0,0,0,0,0,20260523,20261212
2539,0,0,0,0,0,0,0,20260523,20261212
2540,0,0,0,0,0,0,0,20260523,20261212
2541,0,0,0,0,0,0,0,20260523,20261212
2542,0,0,0,0,0,0,0,20260523,20261212
2543,0,0,0,0,0,0,0,20260523,20261212
2544,0,0,0,0,0,0,0,20260523,20261212
2545,0,0,0,0,0,0,0,20260523,20261212
2546,0,0,0,0,0,0,0,20260523,20261212
2547,1,1,1,1,1,1,0,20260523,20261212
2548,0,0,0,0,0,0,0,20260523,20261212
2549,0,0,0,0,0,0,0,20260523,20261212
2550,1,1,1,1,1,0,1,20260523,20261212
2551,0,0,0,0,0,1,1,20260523,20261212
2552,0,0,0,0,0,0,0,20260523,20261212
2553,0,0,0,0,0,0,0,20260523,20261212
2554,0,0,0,0,0,0,0,20260523,20261212
2555,0,0,0,0,0,0,0,20260523,20261212
2556,0,0,0,0,0,0,0,20260523,20261212
2557,0,0,0,0,0,0,0,20260523,20261212
2558,0,0,0,0,0,0,0,20260523,20261212
2559,0,0,0,0,0,0,0,20260523,20261212
2560,0,0,0,0,0,0,0,20260523,20261212
2561,0,0,0,0,0,0,0,20260523,20261212
2562,0,0,0,0,0,0,0,20260523,20261212
2563,0,0,0,0,0,0,0,20260523,20261212
2564,0,0,0,0,0,0,0,20260523,20261212
2565,0,0,0,0,0,0,0,20260523,20261212
2566,1,1,1,1,0,1,1,20260523,20261212
2567,0,0,0,0,0,0,0,20260523,20261212
2568,0,0,0,0,0,0,0,20260523,20261212
2569,0,0,0,0,0,0,0,20260523,20261212
2570,0,0,0,0,0,0,0,20260523,20261212
2571,0,0,0,0,0,0,0,20260523,20261212
2572,0,0,0,0,0,0,0,20260523,20261212
2573,0,0,0,0,0,0,0,20260523,20261212
2574,0,0,0,0,0,0,0,20260523,20261212
2575,0,0,0,0,0,0,0,20260523,20261212
2576,1,1,1,1,1,0,0,20260523,20261212
2577,0,0,0,0,0,0,0,20260523,20261212
2578,0,0,0,0,0,0,0,20260523,20261212
2579,0,0,0,0,0,0,0,20260523,20261212
2580,0,0,0,0,0,0,0,20260523,20261212
2581,0,0,0,0,0,0,0,20260523,20261212
2582,0,0,0,0,0,0,0,20260523,20261212
2583,0,0,0,0,0,0,0,20260523,20261212
2584,0,0,0,0,0,0,0,20260523,20261212
2585,0,0,0,0,0,0,0,20260523,20261212
2586,0,0,0,0,0,0,0,20260523,20261212
2587,0,0,0,0,0,0,0,20260523,20261212
2588,0,0,0,0,0,0,0,20260523,20261212
2589,0,0,0,0,0,0,0,20260523,20261212
2590,0,0,0,0,0,0,0,20260523,20261212
2591,0,0,0,0,0,0,0,20260523,20261212
2592,0,0,0,0,0,0,0,20260523,20261212
2593,0,0,0,0,0,0,0,20260523,20261212
2594,0,0,0,0,0,0,0,20260523,20261212
2595,0,0,0,0,0,0,0,20260523,20261212
2596,1,1,1,1,1,1,0,20260523,20261212
2597,0,0,0,0,0,0,0,20260523,20261212
2598,0,0,0,0,0,0,0,20260523,20261212
2599,0,0,0,0,0,0,0,20260523,20261212
2600,1,1,1,1,1,0,1,20260523,20261212
2601,0,0,0,0,0,0,0,20260523,20261212
2602,0,0,0,0,0,0,0,20260523,20261212
2603,0,0,0,0,0,0,0,20260523,20261212
2604,0,0,0,0,0,0,0,20260523,20261212
2605,1,1,1,1,0,0,1,20260523,20261212
2606,0,0,0,0,1,0,0,20260523,20261212
2607,0,0,0,0,0,0,0,20260523,20261212
2608,0,0,0,0,0,0,0,20260523,20261212
2609,0,0,0,0,0,0,0,20260523,20261212
2610,0,0,0,0,0,0,0,20260523,20261212
2611,0,0,0,0,0,0,0,20260523,20261212
2612,0,0,0,0,0,0,0,20260523,20261212
2613,0,0,0,0,0,0,0,20260523,20261212
2614,0,0,0,0,0,0,0,20260523,20261212
2615,0,0,0,0,0,0,0,20260523,20261212
2616,0,0,0,0,0,0,0,20260523,20261212
2617,0,0,0,0,0,0,0,20260523,20261212
2618,1,1,1,1,1,0,0,20260523,20261212
2619,0,0,0,0,0,0,0,20260523,20261212
2620,1,1,1,1,1,1,0,20260523,20261212
2621,0,0,0,0,0,0,1,20260523,20261212
2622,1,1,1,1,1,1,1,20260523,20261212
2623,1,1,1,1,1,1,1,20260523,20261212
2624,1,1,1,1,1,1,1,20260523,20261212
2625,0,0,0,0,0,0,0,20260523,20261212
2626,0,0,0,0,0,0,0,20260523,20261212
2627,0,0,0,0,1,1,0,20260523,20261212
2628,1,1,1,1,0,0,0,20260523,20261212
2629,0,0,0,0,0,0,0,20260523,20261212
2630,0,0,0,0,0,0,0,20260523,20261212
2631,0,0,0,0,1,1,0,20260523,20261212
2632,1,1,1,1,1,1,0,20260523,20261212
2633,1,1,1,1,1,1,1,20260523,20261212
2634,1,1,1,1,1,1,1,20260523,20261212
2635,1,1,1,1,1,1,1,20260523,20261212
2636,1,1,1,1,0,0,1,20260523,20261212
2637,0,0,0,0,0,0,0,20260523,20261212
2638,0,0,0,0,0,0,1,20260523,20261212
2639,1,1,1,1,0,0,0,20260523,20261212
2640,0,0,0,0,0,0,0,20260523,20261212
2641,1,1,1,1,0,0,0,20260523,20261212
2642,0,0,0,0,1,1,0,20260523,20261212
2643,1,1,1,1,1,0,0,20260523,20261212
2644,0,0,0,0,0,0,0,20260523,20261212
2645,0,0,0,0,0,0,0,20260523,20261212
2646,0,0,0,0,0,1,0,20260523,20261212
2647,0,0,0,0,0,0,1,20260523,20261212
2648,1,1,1,1,1,0,1,20260523,20261212
2649,1,1,1,1,1,1,1,20260523,20261212
2650,1,1,1,1,0,0,1,20260523,20261212
2651,1,1,1,1,0,0,1,20260523,20261212
2652,1,1,1,1,0,0,1,20260523,20261212
2653,1,1,1,1,0,0,1,20260523,20261212
2654,0,0,0,0,0,0,0,20260523,20261212
2655,1,1,1,1,0,0,1,20260523,20261212
2656,0,0,0,0,0,1,1,20260523,20261212
2657,0,0,0,0,0,0,0,20260523,20261212
2658,0,0,0,0,0,0,0,20260523,20261212
2659,0,0,0,0,0,0,0,20260523,20261212
2660,0,0,0,0,0,0,0,20260523,20261212
2661,0,0,0,0,0,0,0,20260523,20261212
2662,1,1,1,1,1,1,1,20260523,20261212
2663,1,1,1,1,1,1,1,20260523,20261212
2664,0,0,0,0,1,1,1,20260523,20261212
2665,1,1,1,1,0,0,1,20260523,20261212
2666,0,0,0,0,0,0,0,20260523,20261212
2667,1,1,1,1,0,0,1,20260523,20261212
2668,1,1,1,1,0,0,1,20260523,20261212
2669,1,1,1,1,0,0,1,20260523,20261212
2670,0,0,0,0,1,1,0,20260523,20261212
2671,0,0,0,0,0,0,1,20260523,20261212
2672,0,0,0,0,0,1,0,20260523,20261212
2673,1,1,1,1,1,1,0,20260523,20261212
2674,0,0,0,0,0,0,1,20260523,20261212
2675,1,1,1,1,1,1,1,20260523,20261212
2676,1,1,1,1,1,1,1,20260523,20261212
2677,1,1,1,1,1,1,1,20260523,20261212
2678,0,0,0,0,1,1,0,20260523,20261212
2679,1,1,1,1,0,0,0,20260523,20261212
2680,0,0,0,0,0,0,1,20260523,20261212
2681,1,1,1,1,0,0,0,20260523,20261212
2682,0,0,0,0,0,0,1,20260523,20261212
2683,0,0,0,0,1,1,0,20260523,20261212
2684,1,1,1,1,0,0,0,20260523,20261212
2685,0,0,0,0,0,0,1,20260523,20261212
2686,1,1,1,1,0,0,0,20260523,20261212
2687,0,0,0,0,0,0,0,20260523,20261212
2688,1,1,1,1,1,1,0,20260523,20261212
2689,0,0,0,0,0,0,1,20260523,20261212
2690,1,1,1,1,1,0,0,20260523,20261212
2691,0,0,0,0,0,1,1,20260523,20261212
2692,1,1,1,1,1,1,1,20260523,20261212
2693,1,1,1,1,1,1,0,20260523,20261212
2694,0,0,0,0,0,0,1,20260523,20261212
2695,1,1,1,1,1,1,0,20260523,20261212
2696,0,0,0,0,0,0,1,20260523,20261212
2697,1,1,1,1,1,1,1,20260523,20261212
2698,1,1,1,1,1,1,1,20260523,20261212
2699,0,0,0,0,1,1,1,20260523,20261212
2700,1,1,1,1,0,0,0,20260523,20261212
2701,0,0,0,0,0,0,0,20260523,20261212
2702,1,1,1,1,0,0,0,20260523,20261212
2703,0,0,0,0,0,0,1,20260523,20261212
2704,0,0,0,0,1,1,0,20260523,20261212
2705,1,1,1,1,1,1,0,20260523,20261212
2706,1,1,1,1,1,0,0,20260523,20261212
2707,0,0,0,0,0,0,0,20260523,20261212
2708,1,1,1,1,1,0,0,20260523,20261212
2709,1,1,1,1,1,1,0,20260523,20261212
2710,1,1,1,1,1,0,0,20260523,20261212
2711,1,1,1,1,1,1,0,20260523,20261212
2712,0,0,0,0,0,0,0,20260523,20261212
2713,1,1,1,1,1,1,1,20260523,20261212
2714,0,0,0,0,0,0,0,20260523,20261212
2715,1,1,1,1,1,1,1,20260523,20261212
2716,1,1,1,1,1,1,1,20260523,20261212
2717,1,1,1,1,1,1,1,20260523,20261212
2718,1,1,1,1,1,1,1,20260523,20261212
2719,0,0,0,0,0,0,0,20260523,20261212
2720,0,0,0,0,1,1,0,20260523,20261212
2721,1,1,1,1,0,0,1,20260523,20261212
2722,0,0,0,0,0,0,0,20260523,20261212
2723,1,1,1,1,1,1,1,20260523,20261212
2724,0,0,0,0,0,0,0,20260523,20261212
2725,1,1,1,1,0,0,1,20260523,20261212
2726,0,0,0,0,1,1,0,20260523,20261212
2727,0,0,0,0,0,1,1,20260523,20261212
2728,0,0,0,0,0,1,1,20260523,20261212
